track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,liveness,valence,tempo,time_signature,track_popularity,artist_popularity,duration_min,pop_label
14EUcXXpqrC03Dzzdj8bGr,0.685,0.307,0,-17.283,1,0.0305,0.797,0.28,0.0988,0.559,114.981,4,59,69,4.436566666666667,0
0VmzazQQ0Mo1vJldr5NxTW,0.54,0.279,8,-12.031,1,0.0317,0.908,0.0414,0.109,0.218,79.71,4,62,69,3.17555,0
5W8YXBz9MTIDyrpYaCg2Ky,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,4,83,70,3.331783333333333,2
1UREw2MCfU0xwBzCAjxlUD,0.384,0.921,11,-3.334,1,0.055,0.0948,0.0,0.168,0.471,89.922,4,70,70,3.4697666666666667,1
24z528iI9kZu5LbkLainjI,0.519,0.961,2,-3.214,0,0.0642,0.000207,0.000419,0.195,0.344,93.466,4,69,70,3.907783333333333,1
52KlXDEkCkgZxuMjSqzY4L,0.639,0.684,2,-5.619,1,0.0353,0.00966,0.0,0.194,0.465,88.05,4,66,70,2.288283333333333,1
2nUicn7YuS1bo2DqgELtj0,0.585,0.912,10,-4.804,0,0.0889,0.00258,0.0,0.108,0.828,165.035,4,49,70,2.7972,0
2DyDyOW1hRYFFaMhBCAHJ9,0.533,0.865,0,-5.469,0,0.0601,0.000428,8.83e-05,0.283,0.605,94.969,4,66,70,3.13545,1
5cRPdqpWkaNmIbPi6wJDg2,0.525,0.85,9,-5.469,0,0.0678,0.0571,0.0,0.0555,0.275,134.115,4,59,70,3.79745,0
1eRgyfyizDWISeS99kwLNC,0.598,0.955,2,-4.52,1,0.0916,0.00122,0.0,0.243,0.402,119.126,4,65,70,3.4928833333333333,0
2Ll44WxlG2eiqL6NtEnf8M,0.475,0.958,2,-3.322,0,0.0581,0.000277,2.2e-06,0.432,0.624,169.16,4,64,70,3.56445,0
7ACxUo21jtTHzy7ZEV56vU,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,4,80,70,4.886383333333334,1
0S3gpZzlT9Hb7CCSV2owX7,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,4,70,70,4.197783333333334,1
2E7W1X4maFFcjHrVrFA7Vs,0.303,0.961,9,-5.333,0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,4,67,70,4.285333333333333,1
2ov8L95QD25TLpZAZPYWXL,0.307,0.748,2,-6.514,0,0.0568,0.212,0.000153,0.368,0.347,108.227,4,66,70,5.044133333333333,1
5axOkQnmQmwtjr4bv1Xt7i,0.578,0.937,5,-3.926,1,0.0724,0.000963,2.25e-06,0.4,0.769,137.937,4,69,70,3.997116666666667,1
78PKCefXwDLbl4FVO1Pjzh,0.493,0.636,1,-7.408,1,0.0256,0.0629,2.49e-06,0.0921,0.279,79.419,4,64,70,4.74845,1
2lcfGO79t1PqcXc2Mbxyd5,0.412,0.835,3,-4.342,0,0.0335,0.000434,0.457,0.106,0.313,81.958,4,56,70,4.670116666666667,0
2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,88,70,3.7546666666666666,2
0HoaLXRp7jJtdQFunUyUGc,0.494,0.839,9,-8.79,0,0.0647,0.0534,0.0706,0.253,0.219,126.329,4,66,70,5.04,1
5tewIdMVsaJWN19ZnmnPNN,0.513,0.676,9,-6.148,0,0.0309,0.301,0.0,0.0864,0.311,116.592,4,67,70,3.81155,1
2ejkRnZWPACfuqr06gFw1w,0.572,0.51,5,-9.99,1,0.0308,0.0329,0.103,0.163,0.188,103.973,4,63,70,4.734216666666667,0
6a9O11ZNVVkl6zMrbdO3p3,0.514,0.71,2,-11.731,1,0.0316,0.017,0.007,0.29,0.861,161.108,4,62,70,3.85955,0
5pzEYTNR667VbDAUmMpF0S,0.646,0.929,7,-4.58,1,0.043,0.0517,0.0301,0.139,0.419,119.027,4,58,70,4.42755,0
5OWV0zaieHKpIW5O2EbRjy,0.602,0.303,7,-15.077,0,0.0243,0.521,0.00582,0.139,0.255,99.006,4,57,70,2.85955,0
6imjJij6aCM0IbbODUzJQn,0.465,0.977,7,-3.839,0,0.175,0.00111,0.00298,0.201,0.233,89.535,4,81,70,4.733783333333333,1
549Go7a66CX6k523uK9kUv,0.599,0.931,7,-4.653,1,0.0735,0.0302,6.69e-05,0.392,0.536,140.123,4,75,70,4.507116666666667,1
2cc9k15AifO7RfxxuEExkS,0.535,0.967,2,-4.082,1,0.0678,0.000885,0.0181,0.233,0.353,110.975,4,72,70,4.8551166666666665,1
2C0hJUVjp7FSchyhYiceJq,0.395,0.777,5,-5.848,1,0.0334,0.097,5.52e-06,0.197,0.12,75.575,4,72,70,3.9846666666666666,1
6VZivrPxu9MJ5rIPIERg56,0.5,0.946,5,-5.428,1,0.072,0.0221,4.21e-05,0.068,0.45,94.544,4,70,70,3.249783333333333,1
669npuMwVlYFReOpYFYxwH,0.596,0.896,0,-4.635,1,0.0383,0.00761,0.000595,0.372,0.457,115.093,4,69,70,4.699333333333334,1
74BDVL4TC3P8wyrYViuVjO,0.485,0.949,0,-5.79,1,0.0404,0.00327,0.00631,0.115,0.742,135.972,4,66,70,4.1306666666666665,1
6wdIe1ep26qiaIaiHF5b9F,0.498,0.984,2,-3.296,1,0.128,0.0363,2.96e-05,0.11,0.258,139.71,4,64,70,4.234,0
2gvgvbokPJZ7Uw5u2m5LeP,0.391,0.938,2,-4.86,1,0.0792,0.00177,1.06e-06,0.247,0.654,134.708,4,66,70,3.473333333333333,1
5sFDReWLrZHLFZFjHsjUTS,0.305,0.833,6,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,4,77,70,3.4462166666666665,2
6gZVQvQZOFpzIy3HblJ20F,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,4,77,70,4.753333333333333,2
4PtZE0h5oyPhCtPjg3NeYQ,0.527,0.838,3,-6.013,1,0.0323,0.0206,0.00062,0.07,0.721,117.454,4,66,70,4.25955,1
5Ds35L9KpUDKgSxZ6whuoQ,0.486,0.938,1,-6.652,1,0.0704,1.79e-05,0.000103,0.361,0.525,125.816,4,68,70,2.542666666666667,1
1DCdIWCE5UFiObCsTSpKFv,0.551,0.724,10,-7.09,0,0.032,0.00451,0.000167,0.116,0.559,111.243,4,63,70,5.464883333333334,0
4ukUoXLuFzMixyZyabSGc4,0.508,0.287,1,-12.472,1,0.0523,0.764,0.0,0.153,0.644,154.759,4,52,65,2.933116666666667,0
1Hv1VTm8zeOeybub15mA2R,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,4,82,72,4.31155,2
7H3ojI1BsVy0dEJENqMt1k,0.653,0.429,11,-10.473,1,0.0297,0.0849,0.00371,0.0693,0.627,146.073,4,73,72,4.582216666666667,2
65krtHkaYLPr0mEbjL61UP,0.723,0.47,6,-11.302,0,0.028,0.633,0.0373,0.0968,0.783,97.107,4,75,72,4.188883333333333,1
0sKfhhj6hYyJIXnTiZV9vf,0.752,0.823,10,-9.455,0,0.0447,0.128,0.0098,0.303,0.962,91.563,4,68,72,4.622883333333333,1
4tReFKumS5bcFahdXDiM1b,0.738,0.792,1,-7.873,1,0.0378,0.309,0.39,0.0679,0.968,99.817,4,68,72,3.62445,1
6KIS5YIZAyeiFNx1aE1OhY,0.846,0.703,0,-5.76,1,0.0301,0.147,1.21e-05,0.071,0.964,107.767,4,66,72,4.507783333333333,1
22QiTJqDn1BIRSh4mkNJ5w,0.68,0.389,8,-13.239,1,0.0545,0.0121,0.0834,0.105,0.68,80.145,4,62,72,5.53555,0
1rJM37Dd4OcSJvzI84yCcP,0.681,0.505,1,-11.709,1,0.138,0.137,0.0,0.234,0.399,89.953,4,70,65,4.33445,1
5bUVHuzQh5mkvMPjUU074i,0.846,0.326,0,-13.909,1,0.152,0.0134,3.97e-05,0.28,0.367,88.988,4,64,65,4.55155,0
4VSx9uyg0sZpdnygVar6pE,0.73,0.746,1,-3.53,1,0.0517,0.0672,0.0,0.353,0.549,92.523,4,51,69,3.990666666666667,0
4wwRROf47MXBX5u5Knwixx,0.87,0.614,1,-8.694,1,0.251,0.00564,5.95e-05,0.123,0.644,98.931,4,60,69,3.1922166666666665,0
6g5ov3aSDUvvDkQKIcmZQI,0.833,0.431,2,-8.991,1,0.178,0.00195,0.000278,0.124,0.385,87.97,4,58,69,4.508216666666667,0
2HAVFycrhtbmLxyyxpm6JI,0.765,0.437,4,-10.122,0,0.0727,0.0271,1.31e-06,0.167,0.498,92.402,4,57,65,4.838216666666667,2
28hgx2bWXcaBJeC9zVwrBq,0.747,0.646,7,-9.185,1,0.191,0.273,3.7e-06,0.0931,0.73,87.011,4,49,69,4.322216666666667,1
1M2nd8jNUkkwrc1dgBPTJz,0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,4,76,69,4.416666666666667,2
2Ms33RTRCT6gArrpcrPxmo,0.599,0.732,5,-6.843,1,0.026,0.0145,0.000467,0.143,0.295,97.997,4,75,69,4.397783333333333,2
7oQSevUCbYs4QawXTHQVV1,0.712,0.762,7,-4.307,1,0.0326,0.026,0.0,0.0981,0.842,103.032,4,57,69,4.342666666666666,0
5NlFXQ0si6U87gXs6hq81B,0.715,0.791,10,-6.63,1,0.0414,0.0368,0.0,0.0694,0.879,116.043,4,70,69,3.350883333333333,1
0SLtqCrXBRrnkxSOMA3X4W,0.478,0.965,10,-5.022,1,0.0642,0.000169,0.00251,0.0854,0.347,125.152,4,67,69,4.366666666666666,1
4kSKacywUJHdhyst4PL6pl,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,4,68,69,2.84155,1
7jBePLCZlKuEUc3rSc6izU,0.433,0.708,1,-7.498,1,0.0301,0.0371,0.0,0.0996,0.612,164.001,4,31,69,3.390633333333333,0
4dZ3V71vsqSn9MJ18y8YaJ,0.562,0.857,5,-5.173,1,0.0589,0.00303,2.23e-06,0.284,0.759,96.231,4,44,69,4.34,0
6yM5jM2eAq3k8NojZ7dLp1,0.486,0.525,6,-7.31,1,0.0341,0.172,0.0,0.134,0.291,156.207,4,42,69,3.4106666666666667,0
1gZ7i4qxXkHZb1r6eioaAP,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,4,70,67,4.534666666666666,2
7gKgd0P3dAAePiSQQBqrlf,0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,4,72,70,3.854,1
0xDxS2g775ttrfrwDQl9f8,0.673,0.607,4,-8.855,1,0.219,0.019,0.0,0.0708,0.526,86.055,4,61,70,4.206,2
1SV1fxF65n9NhRHp3KlBuu,0.774,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.771,94.736,4,57,69,3.794216666666667,0
1db0gbTSKdRQum8VlbNkiO,0.822,0.686,10,-10.456,0,0.0472,0.115,0.000982,0.0463,0.828,117.743,4,68,69,3.928216666666666,1
28kOGtTZzbfQ8fMmTwjRFq,0.715,0.374,8,-6.665,1,0.0399,0.627,0.0,0.11,0.633,89.982,4,64,69,2.3921833333333336,0
3gcAVW0ZYaajy5PK9dAhut,0.638,0.786,9,-10.915,0,0.0341,0.181,5.3e-06,0.104,0.812,159.996,4,61,69,3.3666666666666667,0
3fVSMbeq8tY3G85yxcJwRU,0.567,0.692,4,-7.881,1,0.0379,0.0784,0.0,0.0338,0.708,160.697,4,60,69,3.7711166666666665,0
6Pur3hWy6Nzc27ilmsp5HA,0.714,0.735,4,-7.125,0,0.0306,0.176,0.000622,0.115,0.68,123.57,4,82,70,3.703783333333333,1
3quyxN3SapEsojxk1Uw10K,0.506,0.809,10,-5.754,1,0.0539,0.0291,0.000234,0.0909,0.559,119.651,4,75,70,3.0726666666666667,1
1yupbrI7ROhigIHpQBevPh,0.582,0.464,7,-9.657,1,0.0304,0.585,0.0,0.0892,0.446,124.97,4,63,69,6.076883333333333,0
62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,4,76,69,3.7706666666666666,1
51H2y6YrNNXcy3dfc3qSbA,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,4,72,69,5.881766666666667,2
2I1W3hcSsPIsEJfD69pHrW,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0684,0.91,120.75,4,67,69,3.5862166666666666,1
2QSUyofqpGDCo026OPiTBQ,0.864,0.826,10,-5.496,1,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,4,60,69,6.229116666666667,0
6fBwVe6udYdnRqwqo06if8,0.731,0.75,2,-10.457,1,0.0321,0.0862,0.000388,0.202,0.639,135.406,4,64,69,2.983116666666666,0
2XLAzm8bMDSI7MhbRW8nVj,0.812,0.506,1,-8.825,0,0.0453,0.0399,0.0847,0.0671,0.727,114.832,4,58,69,5.79445,0
0b18g3G5spr4ZCkz7Y6Q0Q,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,4,79,62,3.1035,2
67hbP9PFQZrb4XZc3TzB0s,0.694,0.719,6,-12.734,0,0.048,0.47,0.00121,0.44,0.972,126.212,4,69,69,3.678883333333333,2
78His8pbKjbDQF7aX5asgv,0.729,0.851,7,-7.033,1,0.0362,0.13,0.000912,0.443,0.741,115.118,4,71,69,4.35445,2
3pf96IFggfQuT6Gafqx2rt,0.647,0.868,0,-6.427,0,0.106,0.088,0.124,0.129,0.804,121.82,4,73,69,4.037333333333334,1
5jkFvD4UJrmdoezzT1FRoP,0.639,0.893,9,-6.509,1,0.036,0.289,0.00816,0.222,0.966,126.143,4,66,69,5.85955,1
2YYcLUtmPR44ERAQA7DfwZ,0.774,0.824,0,-5.961,1,0.0367,0.22,0.0,0.286,0.93,112.517,4,28,69,4.03645,0
4MvGHDenL4t9JW1RHB4rK2,0.781,0.936,1,-5.843,1,0.0293,0.286,0.0522,0.303,0.98,131.659,4,62,69,3.76045,0
2xYQTU2bbg6WVAmpY1eae4,0.524,0.261,2,-13.868,1,0.0272,0.755,0.00105,0.144,0.201,73.36,4,65,69,3.54445,0
4REjaHRPmVb7btssqChJSy,0.684,0.495,10,-13.877,0,0.0422,0.47,6.98e-05,0.157,0.528,101.999,4,64,59,4.116666666666666,0
2hckAvL66faAcR0Fk64hj6,0.693,0.454,2,-12.44,1,0.0332,0.796,0.000154,0.143,0.54,122.641,4,62,59,4.793783333333334,0
6ivUoajqXRNVIyEGhRkucw,0.625,0.523,1,-14.647,0,0.0311,0.526,0.0564,0.252,0.723,148.03,4,61,59,3.207116666666667,0
3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,4,83,71,3.0551166666666667,1
3lh3iiiJeiBXHSZw6u0kh6,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,4,76,71,3.426883333333333,1
3xINh6YqkLfucEtjoa4x7D,0.66,0.541,0,-7.851,0,0.0576,0.658,0.00127,0.0928,0.693,93.744,4,70,71,3.286,1
1VsGYaCBFjCVudtX9IGqDg,0.329,0.477,4,-10.266,1,0.034,0.276,0.0139,0.136,0.182,143.532,4,67,71,4.339783333333333,1
4w4Shi3xjbZBDGuhLw5LsQ,0.536,0.737,0,-7.36,1,0.0504,0.293,0.000115,0.306,0.857,176.717,4,66,71,3.779333333333333,1
1A7hIo1C8jacIQ5ZiCjc8g,0.568,0.714,7,-7.139,1,0.0445,0.174,0.0,0.0429,0.955,146.338,4,67,71,3.56,1
4beWEVoUbjSziAFPy8voaF,0.474,0.351,7,-8.296,1,0.0286,0.382,0.00108,0.0802,0.235,140.804,4,63,71,4.16045,0
0uEp9E98JB5awlA084uaIg,0.535,0.505,2,-8.926,0,0.245,0.0393,0.0,0.0923,0.495,99.935,4,79,71,5.337783333333333,2
2VjXGuPVVxyhMgER3Uz2Fe,0.593,0.619,3,-9.003,0,0.0976,0.118,0.0,0.484,0.668,80.02,4,75,71,5.442216666666667,2
2GFExyKXf9383tSRSrEHEt,0.747,0.662,1,-7.9,0,0.0796,0.0118,0.0,0.138,0.63,88.926,4,72,71,3.691116666666667,2
1Q0lOGB52skgfzdcq233vs,0.539,0.363,10,-13.888,0,0.166,0.701,3.18e-06,0.14,0.549,136.422,4,64,71,5.842216666666666,0
7iCs98iS5n6KCI4q3H7zp9,0.655,0.647,1,-9.465,1,0.0903,0.19,0.00877,0.0412,0.931,80.077,4,64,71,4.679333333333333,0
4OAPnWJ3J5w4c4IBLh2chn,0.843,0.789,7,-2.801,1,0.247,0.0028,2.41e-05,0.0322,0.571,125.071,4,70,85,3.040216666666667,2
67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4,72,76,3.5622166666666666,2
6o3s08kk2fQI37vxGZDrJ1,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,4,70,71,4.5731166666666665,1
4GwXdVLueKZ8YhYjZmWtYh,0.805,0.968,10,-3.909,1,0.227,0.00707,0.00091,0.368,0.211,127.984,4,62,67,2.21875,0
1Oenqmtbzt331Pgv0ODfS2,0.876,0.984,10,-2.018,0,0.274,0.233,0.0,0.0505,0.642,99.976,4,57,71,4.179116666666666,0
35x6JdLCr4VWWR5ShNoAWo,0.855,0.968,1,-3.278,1,0.157,0.0143,0.0025,0.0988,0.798,103.005,4,53,71,3.76845,0
6U4nu8u2Xr1TXzcoE3Kimd,0.849,0.887,1,-3.083,1,0.285,0.00739,0.0,0.375,0.814,149.956,4,52,71,4.684666666666667,2
2sKo5u6IppUEudIz265wYa,0.573,0.642,11,-6.873,1,0.0272,0.189,0.0,0.221,0.492,140.264,4,68,71,4.815783333333333,1
59kHPbwyyCApYA8RQQEuXm,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533,4,76,71,2.469333333333333,2
6lyKOW0FNW6aAZdKVgoM8m,0.652,0.767,9,-10.445,1,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,4,69,71,5.112883333333333,1
2IY559smG7SXYk229NA2Vl,0.571,0.818,4,-6.539,1,0.0415,0.151,0.0,0.348,0.728,163.045,4,70,71,2.643783333333334,1
1FV374EPG5CrjdIbIMLkcv,0.713,0.579,11,-8.066,1,0.0413,0.338,0.0,0.174,0.511,125.179,4,69,71,4.04555,1
07KYRDFf8Q6sqj4PWCP9vh,0.713,0.768,2,-6.702,1,0.0363,0.22,0.0,0.177,0.878,125.203,4,70,71,3.837783333333333,1
3oyByfBYegVEDwYyqx9pRd,0.641,0.637,7,-10.92,1,0.0262,0.0495,0.000138,0.267,0.793,147.502,4,66,71,2.8511166666666665,1
6oo0HD3mrcYtzApYeYsS4L,0.706,0.757,7,-7.543,0,0.0323,0.494,7.63e-05,0.116,0.69,120.967,4,65,71,4.651116666666667,0
1M1HscO3JywTvswsVx1GcI,0.559,0.301,2,-10.522,1,0.0294,0.708,0.000561,0.152,0.25,125.584,4,48,71,4.511333333333333,0
7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,4,80,70,4.522216666666667,2
1Oi2zpmL81Q0yScF1zxaC0,0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,4,74,70,4.267116666666666,2
4pmc2AxSEq6g7hPVlJCPyP,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,4,73,70,3.8366666666666656,1
69XUpOpjzDKcfdxqZebGiI,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,4,68,70,3.68555,1
41nT1Sp6ChR65FbsdLlFHW,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,4,67,70,3.465116666666667,1
4dvQg9sD8k9y4qiEURuj8v,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,4,63,70,4.03355,2
7o4HtESXicUqk3oRqngIsS,0.685,0.8,9,-1.866,0,0.202,0.0493,0.0,0.0799,0.587,99.675,4,38,70,3.489333333333333,0
1urmwhtXPiakhcqvqUi3rp,0.566,0.573,5,-7.21,1,0.0436,0.25,0.0,0.0723,0.313,116.067,4,66,70,4.60155,1
0Lowb1wBPXduf06FTGRI46,0.729,0.757,2,-6.082,1,0.0894,0.505,0.0,0.0433,0.924,91.149,4,64,71,2.34155,1
5E4c7wdomBD0tUkwFPdkee,0.667,0.723,2,-5.879,1,0.0309,0.0591,0.0,0.254,0.801,117.571,4,56,71,3.610216666666666,0
2EjXfH91m7f8HiJN1yQg97,0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,4,67,54,2.10445,1
0MKnGJzNdEqOscI6xu9R3m,0.686,0.394,5,-9.601,1,0.039,0.673,0.0,0.175,0.826,122.933,4,37,54,2.17,0
6Eh1XqjaOX2BVL0hVCnwb0,0.729,0.406,7,-10.209,1,0.0306,0.444,0.0,0.304,0.895,121.091,4,30,54,2.536,0
7xrpNuqDgFlf10X93CwixY,0.652,0.366,5,-10.582,1,0.0325,0.693,1.85e-06,0.0785,0.621,135.682,4,25,54,2.2188833333333333,0
6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,4,76,69,3.789783333333333,2
6pWzCKTrKrwbUPzY8RLCoP,0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998,4,72,69,3.485333333333333,1
4wHkV6OpCanrNg2PRNhWjM,0.752,0.813,4,-8.069,0,0.237,0.2,0.0,0.163,0.559,103.836,4,63,66,2.9622166666666665,0
6dZ6qWl1e9GsMndBG7vqB9,0.701,0.692,9,-4.67,0,0.115,0.699,0.0,0.177,0.688,90.193,4,69,69,3.236,1
6CbcdeTQKj0qTaZTt0xkdk,0.727,0.515,2,-6.553,0,0.0289,0.241,3.74e-06,0.124,0.695,89.488,4,65,69,4.37045,0
6cZPfzVtkicrA3CyjqYKhu,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37e-06,0.0342,0.46,157.596,4,60,69,4.42845,0
1KgqMmNUqRdXqZhR4PXtg8,0.689,0.668,0,-7.301,0,0.0409,0.692,0.0199,0.108,0.68,87.984,4,57,69,3.330416666666667,0
1Wf14bTyb6UeKojy8ykPYm,0.462,0.402,0,-13.792,1,0.0353,0.825,0.0,0.189,0.7,148.956,4,38,55,2.6166666666666667,0
5ymVfeMK8cDew5vzntTuc7,0.571,0.634,5,-9.155,0,0.0537,0.724,0.0,0.0864,0.805,109.575,4,38,55,2.14,0
45FLu3nL1iMYXYPzhqLdko,0.259,0.473,6,-10.187,1,0.0324,0.512,1.5e-06,0.4,0.232,84.897,4,57,55,3.151116666666667,0
2GT0m2rWbW9S8A8zAte9mA,0.487,0.314,0,-12.086,1,0.0253,0.748,0.0,0.0928,0.282,96.682,4,35,55,2.8577833333333333,0
636y223sbqgNNVeH7s5qkp,0.637,0.547,3,-8.637,1,0.0365,0.316,0.0,0.131,0.48,137.989,4,69,71,3.880883333333333,1
3F3R4uyTMkX9jRCEVVmdz6,0.835,0.456,6,-10.195,0,0.266,0.38,0.00359,0.16,0.224,101.889,4,63,69,3.1626666666666665,0
7hMKAmUlUUYa5qEiHWK4bk,0.589,0.424,4,-12.006,0,0.0359,0.844,0.00381,0.169,0.561,119.823,4,70,71,6.607783333333333,1
7tMn4y7eBEMcUFIWZPaHCM,0.638,0.631,4,-6.993,0,0.0353,0.624,0.0144,0.074,0.46,119.973,4,72,63,5.545183333333333,1
6H1hnJRQOGQ9djPL3jNu9G,0.504,0.364,1,-9.277,0,0.03,0.893,7.88e-05,0.0904,0.365,149.819,4,68,71,3.474,1
7lnRiEP7BHXuILXNY9MH8f,0.707,0.925,4,-5.675,0,0.185,0.681,0.000393,0.0748,0.956,79.932,4,69,71,3.983116666666666,1
322xF47eamMLy7tFWtJHzF,0.732,0.563,10,-10.155,0,0.128,0.191,0.000141,0.0759,0.563,169.943,4,65,71,4.529116666666667,0
4QMZ6gwFTLk9qOhaQsGIxf,0.749,0.646,2,-9.598,1,0.0389,0.111,0.0426,0.22,0.752,129.996,4,65,71,4.692,0
21Pr1VcMqYrK2VOIWqzkNk,0.524,0.329,10,-7.213,1,0.0342,0.721,0.0,0.266,0.749,89.076,4,64,70,3.19445,0
7sVEoPc5ZUUQerRkgTypUZ,0.787,0.603,9,-4.781,1,0.034,0.435,0.0,0.101,0.743,106.984,4,69,69,3.734533333333333,1
3km6pEkxF4OLJpMDz8nNSQ,0.815,0.934,2,-7.756,1,0.173,0.514,0.0194,0.0942,0.63,90.048,4,61,67,3.3033,0
57zEYntUat0ofbFpoicN26,0.677,0.792,9,-2.612,0,0.133,0.185,2.49e-05,0.28,0.849,171.956,4,67,67,5.460666666666667,1
4oglYe270D9yn6Gc0JWc03,0.922,0.763,5,-5.948,0,0.0974,0.261,0.0672,0.464,0.478,128.032,4,58,55,3.771883333333333,2
2YmXGUx32C3CUEgcAyHcGf,0.82,0.581,4,-5.655,1,0.0438,0.494,0.0,0.362,0.681,106.965,4,62,67,3.683333333333333,0
4HDzsx1dJKbuL0YkffBuBm,0.628,0.551,0,-6.841,0,0.0612,0.394,0.0,0.178,0.385,136.899,4,65,71,5.25355,0
6LgkoexFvjZ5V9qG8mYV3l,0.64,0.399,1,-16.303,0,0.0391,0.427,0.00247,0.381,0.579,87.972,4,49,72,5.977116666666666,0
5FfRt0NaBuDIHpRgsiCkWu,0.684,0.557,5,-11.187,0,0.0296,0.0183,0.0,0.17,0.799,122.009,4,62,72,5.540483333333333,0
1wIfq9Zul77qAtokyLTlXr,0.594,0.454,5,-9.422,0,0.0755,0.497,3.83e-05,0.0736,0.705,133.825,4,71,71,5.308216666666667,2
5jOi67yXzjpMdl6KFNWSIe,0.674,0.663,5,-8.886,1,0.0619,0.3,2.96e-06,0.101,0.287,92.997,4,67,78,6.10845,1
0lZ0BOfkjnBslRqTJgCBop,0.739,0.375,7,-9.36,0,0.0541,0.119,0.0,0.0863,0.581,90.952,4,66,71,5.537766666666666,1
19O4hCGGm95UhvIyhwnNT5,0.662,0.688,0,-9.019,1,0.0413,0.0422,0.000918,0.431,0.365,102.95,4,65,71,3.368933333333333,1
4Va9qUpMta6PavfMwYI8MI,0.783,0.629,10,-9.753,0,0.0422,0.362,2.5e-06,0.0941,0.837,101.058,4,49,71,4.722883333333334,0
6old0mA1IHi5lw2yLv3ri6,0.643,0.478,0,-9.376,1,0.0274,0.569,0.000371,0.118,0.317,93.418,4,61,71,5.497333333333334,0
13wIQbwSuQ4YFvDvtQgSVc,0.718,0.361,5,-9.74,0,0.0298,0.565,0.119,0.151,0.446,103.0,4,67,71,5.278,1
2PPYZHvvu02e1pSdE1FfvD,0.773,0.419,11,-8.756,0,0.0647,0.309,5.62e-05,0.281,0.578,121.982,4,24,71,5.073333333333333,0
2WO5nzB7QtKn9ZRc9Jkalt,0.773,0.436,4,-10.972,0,0.0321,0.672,0.00678,0.197,0.533,115.917,4,67,71,5.375116666666667,1
2bageubuN1HjNZwTNlyh0v,0.714,0.495,9,-7.226,1,0.0361,0.328,0.0,0.104,0.238,114.979,4,65,71,6.21,0
6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,4,82,69,3.8988833333333335,2
3NLrRZoMF0Lx6zTlYqeIo4,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,4,78,69,3.9788833333333335,2
